Case ID,beginning date,end date,exact date unclear,offline / online,website,mode,province,location,participants (offline),posts (online),interactions (online),led-by,issue,group,target,demands,repression type,concession type,link to other event,link to movement,verification tier,documentation,description
292,2022/07/31,,no,offline,,group demonstration,Henan,Shangqiu,10-99,,,,delayed housing project,property buyers,property developer,,"monitoring, non-state violence",,,,Tier 1,,"The videos show that homebuyers of Shangqiu Evergrande Junrui Mansion gathered in front of the residential complex (seeming to protest at the stalled construction), one of whom was dragged away by security guards, and police officers were monitoring the situation at the scene. The texts in the videos suggest some homebuyers and at least one child were pepper-sprayed."
291,2022/07/02,,yes,offline,,group demonstration,Guangxi,Nanning,10-99,,,,delayed housing project,property buyers,property developer,"resume construction, government intervention",,,,,Tier 1,,Homebuyers of the Lakeside Mansion project held up banners in front of the residential complex to protest the stalled construction and the developer's inability to hand over the property as contracted. They demanded that the government step in to protect their rights and that construction be resumed.
290,2022/07/30,,yes,offline,,group demonstration,Sichuan,Chengdu,10-99,,,,delayed housing project,property buyers,property developer,refund,"state violence, arrest/detention",,,,Tier 1,,"A group of property owners in Chengdu gathered to protest and demand refunds. According to a Weibo user's post, Xinjin District police responded with violence and arrest of some protesters."
289,2022/06/27,,yes,offline,,group demonstration,Shaanxi,Xingping,10-99,,,,delayed housing project,property buyers,local government,,monitoring,,,,Tier 1,,"Several projects in Xingping have been unfinished for many years, leading a group of homebuyers to gather in front of the city government to protest."
288,2022/07/31,,no,offline,,group demonstration,Heilongjiang,Harbin,10-99,,,,delayed housing project,property buyers,property developer,resume construction,,,,,Tier 1,,"As the developer failed to hand over the property as contracted, homebuyers of Harbin Evergrande Times Plaza held banners and signs, demanding that the construction be resumed and the property be handed over to them by the end of this year."
287,2022/07/30,,no,offline,,group demonstration,Hubei,Ezhou,10-99,,,,delayed housing project,property buyers,property developer,,state violence,,,,Tier 1,,"As the developer failed to hand over the property as contracted, homebuyers of Ezhou Evergrande Cultural Tourism City went to the reception center and Ezhou Evergrande Hotel, asking for the management's response but receiving none. Police arrived later, used violence against homebuyers, and dragged them away from the scene."
286,2022/07/29,,yes,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,delayed housing project,property buyers,property developer,refund,,,"164, 203",,Tier 1,,"As the Qianhai Heaven Realm Garden project was not finished and handed over to homebuyers as scheduled, they held a banner that reads ""give me back my hard-earned money"" in front of the construction site to protest."
285,2022/07/30,,yes,offline,,group demonstration,Shandong,Jinan,10-99,,,,delayed housing project,property buyers,property developer,,"monitoring, non-state violence",,284,,Tier 1,,"As the construction of Cifi Emerald Garden had stalled for half a year, homebuyers held up placards in front of the sales center of Future City (another residential project of the developer) to protest but were forced into a bus by security guards, who had a clash with homebuyers. The presence of police could be seen in the video."
284,2022/07/23,,no,offline,,group demonstration,Shandong,Jinan,10-99,,,,delayed housing project,property buyers,property developer,,"monitoring, non-state violence",,285,,Tier 1,,"As the construction of Cifi Emerald Garden had stalled for half a year, homebuyers held up banners and placards in front of the sales center of Future City (another residential project of the developer) to protest. They were beaten by the developer's subordinates, while the presence of police can be seen in photos."
283,2022/08/01,,no,offline,,group demonstration,Guangdong,Huizhou,10-99,,,,delayed housing project,property buyers,property developer,,,,,,Tier 1,,Homebuyers of Tai Dong Haide Garden held up banners to accuse the developer of false advertising and failing to hand over the property as scheduled. The poster said that only after the homebuyers visited the local Housing and Urban-rural Development Bureau was the developer willing to negotiate.
282,2022/07/30,,yes,offline,,group demonstration,Henan,Anyang,10-99,,,,building quality,property buyers,property developer,,,,,,Tier 1,,"Homebuyers of Nine Courtyard Yun Jing hung banners in front of the reception center, accusing the developer of false advertising, as the construction materials originally promised was not used in construction."
281,2022/07/27,,no,offline,,group demonstration,Guangdong,Shenzhen,10-99,,,,school district disputes,urban residents,local government,policy change,,,,,Tier 1,,"A group of parents gathered in front of Shenzhen Middle School's Nigang campus to protest against possible unfairness in Shenzhen's secondary school admissions policy. The banner read ""We want to go to school, we want justice""."
280,2022/07/30,,yes,offline,,group demonstration,Hebei,Handan,10-99,,,,fraud,property buyers,property developer,rescind contract,"monitoring, non-state violence",,,,Tier 1,,"Homebuyers of Midea's residential project held up banners, accusing the developer of false advertising and demanding to return the property. According to the poster, homebuyers were attacked by the developer's employees, even as police were present."
279,2022/07/23,,yes,offline,,group demonstration,Fujian,Fuzhou,10-99,,,,delayed housing project,property buyers,property developer,"resume construction, government intervention",,,,,Tier 1,,"Homebuyers of Fuzhou Evergrande Left Bank Riverfront held placards in front of a government building, which seems to be the local Bureau For Letters And Calls, asking the government to intervene and the developer to resume construction."
278,2022/07/13,,yes,offline,,group demonstration,Liaoning,Shenyang,10-99,,,,delayed housing project,property buyers,property developer,resume construction,,,,,Tier 1,,"As the construction of the Shenyang Evergrande Left Bank Riverfront project had stalled, homebuyers went to the construction site to clean the ground themselves, shouting ""we want to go home"" and demanding that the developer resume construction."
277,2022/07/30,,yes,offline,,obstruction,Shanxi,Taiyuan,10-99,,,,"land rights, corruption",rural residents,local government,government accountability,,,"273, 274, 275, 276",,Tier 1,,"The land of Xiaowang villagers in Taiyuan was expropriated by the government, and the villagers were forced to relocate. More than 6,000 villagers have still not been properly resettled ten years after the land acquisition. Villagers accused the former head of the village of embezzlement, which prevented the villagers from getting proper resettlement. As a result, the villagers started blocking Qianfeng South Road in Taiyuan to protest. As of July 31, 2022, these road blocking continued for 20 days, according to multiple Weibo posts."
