respid,sample,comp,int_date,lang,state,density,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3f_1_other,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,web1j,web1k,sns2a,sns2b,sns2c,sns2d,sns2e,paya,payb,payc,prob,coviddisa,coviddisb,coviddisc,coviddisd,coviddise,device1b,device1c,device1d,books1,books2a,books2b,books2c,gender,age,marital,par,educ2,emplnw,disa,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,income,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
140104,2,1,1/26/2021,1,42,5,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,1,1,1,2,2,3,1,3,3,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,22,6,2,4,2,2,2,3, , , ,3, ,6,3,2,2,2, , ,2,2.4596811,2.2723671
140328,2,1,1/26/2021,1,42,3,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,5,5,1,2,3,2,2, ,3,1,1,1,1,1,1,1,1,65,1,2,1,2,46,1,1,8,1,2,2,1, , , ,1, ,8,1, ,4,3, , ,1,1.0976906,.9142472
140404,2,1,1/28/2021,1,48,2,S,2,1,1,1,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2,2,4,3,3,2,2,3,2,2,1,10,1,2,2,1,34,6,2,6,1,2,2,1, , , ,1, ,4,3,1,1, , , ,2,.5734829,.4700076
140502,2,1,2/3/2021,1,13,4,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,2,2,1,2,2,1,1,3,1, ,3,2,2,2,4,2,2,2,1,1,1,1,2,2,2,2,1,1,44,1,2,6,1,2,2,1, , , ,1, ,8,3,2,2,2, , ,1,1.1232398,1.0129315
140504,2,1,1/26/2021,1,42,3,S,2,1,1,2,2,2,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2, , , , , ,2,2, ,3,1,1,1,1,1,2,1,2,0, , , ,1,99,5,2,6,3,2,2,1, , , ,1, ,3,9,8,1, , , ,2,.3980321,.4217437
140519,2,1,2/4/2021,1,45,3,U,2,1,1,1,1,1,1,3, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1,2,3,2,2, ,3,2,2,1,1,2,1,1,1,24,1,1,1,1,49,1,1,8,1,2,2,1, , , ,1, ,9,1, ,3,2, , ,1,.6867591,.624599
140588,2,1,2/1/2021,1,55,1,R,2,1,1,1,4,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,2,3,1,1,1,2,1,2,0, , , ,1,42,2,2,6,1,2,2,1, , , ,1, ,9,9,9,2,2, , ,1,.7040991,.6122455
140700,2,1,2/1/2021,1,45,3,U,2,1,1,1,1,1,1,3, , ,1, , , , , , , , , ,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,1,2,2, ,4,1,2,1,1,2,1,1,2,20,1,1,2,1,34,1,1,4,1,2,2,1, , , ,1, ,7,1, ,5,2, , ,2,1.6197416,1.2548401
140741,2,1,2/1/2021,1,48,5,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2, ,1, , ,2,2,2, ,4,2,1,1,1,1,2,2,1,3,2,1,2,1,30,1,2,6,1,2,2,1, , , ,1, ,9,2, ,2,2, , ,2,.6575208,.5160277
140759,2,1,2/3/2021,1,17,5, ,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,1,2,2, , , , ,3,2,2,2,2,2,2,2,1,1,1,1,2,25,2,2,1,1,69,1,2,6,1,2,2,5, , , ,5, ,10,2, ,2,2, , ,2,.5680235,.7458138
140874,2,1,2/6/2021,1,45,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,1,2,2,1,2,5,3,1,1,3,2,2,2,3,1,1,1,1,1,1,1,1,15,1,1,1,2,49,1,2,6,2,2,2,1, , , ,1, ,8,1, ,4,4, , ,1,.9069148,.789423
141064,2,1,2/1/2021,1,26,2,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,1, ,3,2,1,1,4,1,1,1,1,1,1,2,2,2,2,1,1,2,56,3,2,4,3,1,2,1, , , ,1, ,2,2, ,2,2, , ,1,1.0419804,1.0637192
141316,2,1,2/5/2021,1,6,4,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2, ,2, , ,2,2,2, ,4,1,1,1,1,1,1,1,1,50,2,2,1,1,28,6,2,6,1,2,2,1,3, , ,4, ,9,2, ,2,2, , ,2,1.1864743,1.0477492
141321,2,1,2/2/2021,1,6,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,8,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,5,5, , ,3,2,2, ,3,2,2,1,1,1,1,1,2,15,1,1,1,2,57,3,2,8,1,2,2,1, , , ,1, ,9,3,2,1, , , ,2,.6779766,.6583944
141443,2,1,1/27/2021,1,48,2,S,2,1,1,2,2,2,2, , , ,1,2,1,2,1,2,2,2, ,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , ,4,2,2,1,2,2,2,2,2,0, , , ,1,60,2,2,3,1,2,2,5, , , ,5, ,6,1, ,4,3, , ,2,.7892454,.7095174
141477,2,1,1/28/2021,1,49,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,3,4, , ,3,2,2, ,4,1,1,1,1,1,1,1,1,10,1,1,1,1,38,1,1,8,1,2,2,1, , , ,1, ,8,2, ,4,2, , ,2,.8392736,.7033231
141607,2,1,1/28/2021,1,22,1,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,5,1,1, ,1,1,1,1,1,1,1,1,1,97,1,2,2,1,35,1,1,1,6,1,2,1, , , ,1, ,1,4,9,4,2, , ,2,1.4869113,1.3134552
141621,2,1,1/27/2021,1,28,2,S,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2, ,5,1,1,2,1,1, ,1,1,8,1,1,1,2,2,2,96,2,2,2,2,33,6,1,3,4,2,1,1,7, , ,4,1,4,1, ,3,1, , ,2,2.0006659,1.7565561
141656,2,1,2/4/2021,1,4,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2, ,2,5, ,3,2,2, ,4,1,1,1,1,1,2,1,2,50,1,2,1,1,62,1,2,7,3,2,2,1, , , ,1, ,1,2, ,2,2, , ,2,.3617905,.3946651
141998,2,1,1/27/2021,1,47,4,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2, , ,1, ,4,2,2, ,2,2,2,1,1,3,1,1,2,10,2,2,1,2,67,3,1,6,3,2,2,1, , , ,1, ,3,2, ,5,1, , ,1,.3725514,.9212168
142055,2,1,1/28/2021,1,26,4,S,2,2,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1, ,4,5, ,3,2,2, ,2,2,2,2,1,2,1,1,2,3,1,2,2,2,43,1,1,6,4,2,2,1, , , ,1, ,4,9,9,4,2, , ,2,1.2945307,1.0202716
142063,2,1,1/29/2021,1,18,5,U,2,1,2,2, ,2,1,8, , ,8,2,1,1, ,8,8,1,never needed,6,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, ,2, ,3,3,3,3,3,2,2,2,20,1,2,2,1,65,1,2,5,3,2,2,9, , , ,9, ,3,1, ,1, , , ,1,.4637481,.7612193
142072,2,1,2/8/2021,1,6,3,U,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2, ,2,2,2, ,2,2, ,3,8,1,1,1,2,2,1,1,24,1,2,1,2,24,1,2,6,1,2,2,1, , , ,1, ,7,1, ,2,2, , ,2,1.1009676,.726428
142173,2,1,1/27/2021,1,48,5,S,2,2,2,2, ,2,2, , , ,2,2,2,2, ,2,2,2, , ,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , , ,3,1,2,3,3,2,2,2,4,1,2,2,2,78,3,2,4,3,2,2,1, , , ,1, ,3,1, ,1, , , ,2,.8159243,1.3194759
142255,2,1,1/29/2021,1,36,5,S,2,1,1,1,3,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2,2,2,4,1,2,2,1,1,2,1,2,3,1,2,2,1,75,5,2,5,3,2,2,1, , , ,1, ,6,9,9,1, , , ,1,.4529961,.8436951
142285,2,1,1/30/2021,1,45,2,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,2,1,1,2,2,2,2,1,2, ,3, ,1,1,2,2,2,4,2,3,3,3,2,2,1,1,0, , , ,1,18,6,2,3,4,1,2,2, , , ,2, ,10,8,8,4,4, , ,1,.912881,.7219451
142302,2,1,2/1/2021,1,36,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2, ,2,1,1,1,1,1,1,1,1,3,2,2,1,1,20,6,2,3,2,2,2,3, , , ,3, ,3,2, ,7,3, , ,1,1.1084326,.8233053
142311,2,1,2/5/2021,1,27,1,R,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,2, , ,2,2,2,4,2,2,2,1,2,2,1,2,1,2,2,1,1,42,1,1,3,1,2,2,1, , , ,1, ,10,1, ,4,2, , ,1,1.4939814,1.3229731
142358,2,1,2/8/2021,1,48,4, ,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,2,1,2,2,1, , , , ,2,2,2,2,3,2,3,2,1,2,1,1,2,5,2,1,1,1,65,1,2,8,1,2,2,1, , , ,1, ,10,3,8,2,2, , ,2,.388097,.4969179
142403,2,1,2/8/2021,1,13,2,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2, ,1, ,1,1,2,2, ,2,3,2,2,2,2,1,1,1,3,2,2,1,1,21,6,2,4,2,2,2,2, , , ,2, ,6,3,8,4,4, , ,2,1.5406446,1.3065957
142839,2,1,2/2/2021,1,12,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,4, , ,4,2,2, ,4,2,1,1,1,2,1,1,2,12,1,1,1,1,56,1,2,8,1,2,1,1, , , ,1,3,8,3,2,2,2, , ,2,.5187633,.5067062
142951,2,1,1/26/2021,1,37,2,R,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,1,2,2,2,2,2, , , , ,2,2,2,2,4,1,1,1,1,1,1,1,1,98,1,1,1,1,71,2,2,6,4,2,2,1, , , ,1, ,6,4,9,2,1, , ,1,.3110796,.3946651
142986,2,1,2/1/2021,1,18,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,1,2,1,1,2,1,5, ,1, ,3,2,2,2,3,1,1,1,1,1,1,1,1,0, , , ,1,40,1,2,5,1,2,2,1, , , ,1, ,7,2, ,2,2, , ,2,.9210159,.7404884
143059,2,1,2/6/2021,1,48,2,U,2,1,1,1,2,2,2, , , ,1,1,1,1,1,1,1,2, ,4,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,8,5,5, ,1,2, , ,1,1,1,1,1,1,2,1,2,20,2,2,1,1,30,6,2,8,2,2,2,3, , , ,3, ,1,3,2,1, , , ,2,.6958622,.5927923
143557,2,1,1/26/2021,1,25,4,S,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2, ,2,1,9,1,2,2, ,2,1,1,1,1,1,1,1,1,4,1,2,2,1,35,9,1,8,1,1,2,1, , , ,1, ,7,5,2,3,2, , ,2,.9233458,.8418058
143569,2,1,2/1/2021,1,17,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1, , ,2, ,4,2,2, ,1,2,2,1,1,2,2,1,2,1,1,2,2,1,45,1,2,6,1,2,2,1, , , ,1, ,9,3,2,2,2, , ,1,.735855,.665829
143587,2,1,1/27/2021,1,27,3,S,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,2,1,2,2,2,2, , , , ,2,2,2,2,3,3,3,1,1,3,1,1,2,0, , , ,1,73,1,2,3,3,2,2,1, , , ,1, ,7,1, ,2,9, , ,1,1.0443519,1.1439766
143622,2,1,2/3/2021,1,6,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,4,1,1,3,1,2,2, ,3,1,1,1,1,1,1,1,2,30,1,1,1,2,28,2,2,4,1,2,2,1, , , ,1, ,7,2, ,2,2, , ,2,2.4596811,2.2723671
143814,2,1,1/30/2021,1,6,4,S,2,1,1,1,2,1,2, , , ,1,1,1,1,1,1,8,1,i don't need it,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2, , ,4, , ,1, , ,3,1,1,1,1,1,2,2,2,0, , , ,1,68,6,2,1,4,2,1,7,4, , ,4,3,10,2, ,1, , , ,2,2.4596811,2.2723671
143941,2,1,2/2/2021,1,27,2,U,2,1,1,1,2,2,8, , , ,1,8,8,2,2,2,2,2, , ,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2, , , ,2,1,2, , ,3,1,2,1,1,1,2,1,2,9,1,1,1,1,20,6,2,3,4,2,2,1, , , ,1, ,10,2, ,4,4, , ,2,.9072282,.7302434
143963,2,1,1/29/2021,1,48,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1, , , ,1,2,2, ,4,1,2,2,1,1,1,1,2,7,1,2,2,1,39,3,2,4,1,2,1,7, , , ,5,1,8,3,2,1, , , ,2,.972785,.7773634
144051,2,1,2/2/2021,1,21,1,R,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,2,1,2,2,2,2,4, ,1, ,3,2,2,2,3,1,1,1,1,1,2,1,2,3,1,2,2,2,48,1,2,3,5,2,2,1, , , ,1, ,6,1, ,2,2, , ,1,1.9230155,2.0389517
144084,2,1,1/26/2021,1,45,3,U,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,2,2,2,1,2,2, ,1,1,1,3,1,1,1,1,3,2,3,1,2,1,1,1,5,1,1,2,1,33,3,1,4,1,2,2,5,1, , ,4, ,6,3,9,8,6, , ,2,2.4596811,1.9854054
144112,2,1,2/4/2021,1,22,1,S,2,1,2,1,4,2,2, , , ,2,2,2,2, ,2,1,1,rarely at home,6,1, , , , ,2,2,2,2,1,2,2,2,2,2,2, , , , ,3,2, ,2,4,3,2,3,8,3,2,2,2,3,1,2,2,1,56,1,2,3,5,2,2,1, , , ,1, ,6,1, ,3,3, , ,2,1.0068616,1.0252991
144242,2,1,2/6/2021,1,45,3,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2, ,3,2,2, ,3,2,2,2,1,2,1,1,1,20,1,1,2,2,54,1,2,8,1,2,2,1, , , ,1, ,9,3,2,4,4, , ,2,.9814993,.8189401
144347,2,1,1/30/2021,2,36,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,2,2,1,1,2,2,2,2,2, , , , ,2,1,1,1,3,2,2,1,1,1,1,1,2,6,1,2,2,2,30,4,1,3,2,2,1,4, , , ,5,3,3,3,8,4,2, , ,2,2.4596811,2.2723671
144393,2,1,1/26/2021,1,39,3,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2, ,3, ,1,2,2,2, ,2,1,1,1,1,1,2,1,2,2,1,2,2,1,24,6,2,6,4,2,2,3, , , ,3, ,8,3,2,3,2, , ,2,.5554575,.4436136
144545,2,1,1/27/2021,1,2,1,R,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,3,3,2, ,2,2,2, ,4,2,1,2,1,1,1,1,2,20,1,2,1,1,38,1,1,8,1,2,2,1, , , ,1, ,9,3,9,5,2, , ,2,.6695377,.5669494
144583,2,1,2/1/2021,1,26,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,2,2,2,2, , ,3, ,3,2,2,2,2,2,2,1,1,2,2,1,1,8,1,2,2,2,40,1,1,5,2,2,2,2, , , ,2, ,4,2, ,5,3, , ,1,1.8688037,1.4554424
144802,2,1,1/28/2021,1,12,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2, , ,5, ,1,2,2, ,2,1,1,1,1,1,1,1,2,20,1,2,2,1,64,3,2,8,1,2,2,1, , , ,1, ,9,2, ,1, , , ,1,.3110796,.3946651
144856,2,1,2/3/2021,1,22,4,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,1,1,2,1,2,3,2,5,1,4,2,2,2,3,1,1,1,1,1,2,1,2,50,1,2,1,2,99,6,2,8,4,2,2,1, , , ,1, ,6,3,2,1, , , ,2,.7950117,.8095054
144864,2,1,1/27/2021,1,48,3,S,2,2,1,1,2,2,1,8, , ,1,2,2,2,2,2,2,1,79 yo and not in a hurry, ,1, , , , ,2,2,1,2,2,2,2,2,2,2,2, , ,5, , ,2, ,2,3,1,2,1,1,1,2,1,2,0, , , ,2,79,5,2,5,2,2,2,1, , , ,1, ,4,1, ,1, , , ,2,.8194304,1.2467397
144952,2,1,2/2/2021,1,48,1,R,2,2,1,1,2,1,2, , , ,1,2,1,1,1,1,2,2, ,3,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2, , ,1,1, ,2, , ,3,1,1,1,1,2,2,2,2,0, , , ,2,24,2,1,3,1,2,1,7, , , ,5,1,2,3,2,3,2, , ,2,1.3888063,1.1837583
144963,2,1,2/4/2021,1,8,2,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,2,1,1,2,1,2,2,1,3,3,3, ,3,2,2,2,2,1,1,1,1,1,2,1,2,96,2,2,1,2,65,1,2,8,2,2,2,1, , , ,1, ,7,2, ,2,2, , ,1,.3788762,.6824332
145106,2,1,1/27/2021,1,5,2,S,2,1,1,2,3,1,2, , , ,1,2,2,2,1,2,2,1,just dont want it,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2, , ,4,2,2,8,8,8,2,2,2,12,1,2,2,1,63,1,2,3,3,2,2,1, , , ,1, ,9,8,8,2,2, , ,2,.9825373,1.0101948
145172,2,1,1/28/2021,1,29,2,S,2,2,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,5,2,1,1,3,2,2, ,3,1,1,1,1,1,1,1,2,0, , , ,2,21,1,1,3,1,2,1,1, , , ,1,1,9,1, ,3,2, , ,2,1.5384894,1.3004331
145267,2,1,1/27/2021,1,55,2,R,2,1,1,1,2,1,1,3, , ,1, , , , , , , , , ,1, , , , ,1,2,1,2,1,2,2,1,1,2,2,3, ,2, ,1,2,2,2,3,1,1,1,1,1,1,1,1,60,1,1,1,1,68,3,2,8,2,2,2,1, , , ,1, ,7,2, ,1, , , ,1,.3110796,.3975248
145352,2,1,2/6/2021,1,36,1, ,2,1,1,2,5,1,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,1,2,2,2,3,1,3,8,8,3,2,1,2,12,2,1,2,1,81,3,2,4,3,1,2,1, , , ,1, ,2,3,1,1, , , ,2,.592891,.779943
145355,2,1,2/3/2021,1,36,4, ,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,3,3,3,3,3,2,2, ,3,2,2,1,1,1,2,1,1,12,2,2,1,1,20,6,2,3,1,2,2,1, , , ,1, ,4,3,8,1, , , ,2,1.1383556,1.0190593
145449,2,1,2/6/2021,1,45,2,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,1,1,1,1,2,1,2,1,1,1, ,3,1,3,1,2,2,2,4,1,1,1,1,1,1,1,1,20,1,1,1,1,50,1,1,8,1,2,1,1, , , ,1,1,9,2, ,3,2, , ,2,.4349177,.3946651
145497,2,1,1/27/2021,1,6,5,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,3,3,3,1,2,2, ,3,1,1,1,1,1,1,1,1,5,2,1,2,3,23,6,2,6,1,2,2,1,3, , ,4, ,6,3,2,3,3, , ,2,1.3308652,1.1816387
145505,2,1,1/27/2021,1,37,3,S,2,1,1,1,1,1,2, , , ,1,1,1,1,2,2,2,2, ,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2, , ,1, ,1,1, , ,1,1,1,1,1,1,2,2,2,2,1,2,2,1,22,6,2,1,2,1,1,7,1, , ,4,3,1,2, ,4,4, , ,2,1.4571063,1.0319388
145549,2,1,2/2/2021,1,48,4,U,2,1,1,1,2,2,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2, , , , ,3,2,2, ,3,2,3,1,1,2,2,1,1,15,1,2,2,1,37,3,2,8,1,2,2,1, , , ,1, ,6,4,9,1, , , ,2,.8784198,.7540506
145607,2,1,1/28/2021,1,40,1,R,2,1,1,1,3,1,2, , , ,1,1,1,1,1,2,1,2, ,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2, , ,3, , ,2, , ,4,2,2,1,1,2,2,2,2,2,1,2,2,1,73,6,2,3,3,2,2,1, , , ,1, ,3,2, ,1, , , ,2,.9250309,1.1111801
145636,2,1,2/2/2021,1,12,3,U,2,1,1,1,2,2,1,2, , ,2, , , , , , , , , ,1, , , , ,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,3,3,3,8,3,2,1,2,6,1,2,2,1,81,1,2,3,3,2,2,1, , , ,1, ,10,1, ,2,2, , ,1,.9705031,1.1357465
145875,2,1,1/30/2021,1,23,2,R,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,2, ,2,3, ,1,1,1, ,2,1,1,1,1,1,1,1,1,20,1,2,1,2,22,6,2,3,1,2,2,1, , , ,1, ,6,3,2,4,4, , ,2,2.0265788,1.9054414
145999,2,1,1/27/2021,1,48,5,U,2,1,1,1,1,2,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,2,2,2,2, , ,5, ,1,2,2,2,3,1,1,2,1,3,2,1,1,2,1,1,2,1,35,1,1,3,1,2,2,4, , , ,5, ,7,4,9,4,2, , ,1,1.5986896,1.3920246
146104,2,1,2/6/2021,1,6,5,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2, ,2,3,1,2,2,2, ,1,1,1,1,1,2,1,2,1,20,1,2,1,1,19,6,2,3,7,2,2,1, , , ,1, ,10,2, ,8,8, , ,2,.9235426,.7424281
146123,2,1,1/28/2021,1,12,4, ,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2, , ,2, ,3,2,2, ,2,2,2,2,2,2,1,1,2,15,1,2,2,1,59,9,2,7,1,2,2,1, , , ,1, ,10,3,1,9,9, , ,1,.3944246,.4585121
146191,2,1,2/5/2021,1,34,5,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2, ,3, , ,1,2,2, ,4,3,3,1,1,3,1,1,1,7,2,2,1,1,34,6,2,6,2,2,2,1, , , ,1, ,6,2, ,1, , , ,2,.6911491,.5760822
146202,2,1,1/28/2021,1,24,4,S,2,1,1,1,1,2,1,8, , ,1,1,1,1,2,9,9,2, ,1,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,3, ,3, ,2,2, , ,3,1,1,2,2,1,2,1,2,3,1,2,1,1,22,6,2,4,4,2,2,3, , , ,3, ,4,3,9,2,2, , ,2,1.8011954,1.559022
146203,2,1,2/2/2021,1,26,3,S,2,1,1,1,2,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,1,1,1,2,2, , ,2, ,2,2,2,2,3,1,1,1,1,1,1,1,1,55,1,1,1,1,40,1,1,8,1,2,2,1, , , ,1, ,9,2, ,4,2, , ,2,.847333,.6257813
146257,2,1,1/27/2021,1,45,2,U,2,2,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,2,2,1,2,1,2,2,1,2,2,2, , ,3, ,3,2,2,2,3,1,1,1,1,1,2,1,2,0, , , ,2,51,2,2,6,1,2,2,1, , , ,1, ,6,2, ,2,2, , ,2,.8523909,.789423
146304,2,1,1/27/2021,1,27,5,U,2,2,1,2,3,2,1,2, , ,1, , , , , , , , , ,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,3,3,2,3,3,3,1,1,1,6,1,2,2,2,60,3,2,4,3,2,2,1, , , ,1, ,1,1, ,3,2, , ,2,1.2794943,1.1678715
146339,2,1,1/27/2021,1,8,2,U,2,1,1,1,1,1,1,2, , ,1, , , , , , , , , ,1, , , , ,1,1,1,1,1,2,2,1,1,2,2,1,2,1,5,1,2,2,2,3,8,1,1,1,2,1,1,1,6,2,2,1,1,41,3,1,4,1,2,2,1, , , ,1, ,8,3,2,2,1, , ,2,.8177461,.6857045
146345,2,1,2/2/2021,1,20,3,U,2,1,1,1,3,1,1,2, , ,1, , , , , , , , , ,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2, , , , ,1,2,2, ,4,3,3,2,3,3,2,2,1,5,1,2,2,1,24,2,2,4,1,2,1,9, , , ,9,1,1,3,9,1, , , ,2,1.3909993,1.0370871
