Entity,Code,Year,$40 - total number of people above poverty line,$30-$40 - total number of people between poverty lines,$20-$30 - total number of people between poverty lines,$10-$20 - total number of people between poverty lines,$6.85-$10 - total number of people between poverty lines,$3.65-$6.85 - total number of people between poverty lines,$2.15-$3.65 - total number of people between poverty lines,$1-$2.15 - total number of people between poverty lines,$1 - total number of people below poverty line
Moldova,MDA,2015,21492,34773,182584,1246403,848555,475434,24404,885,0
Moldova,MDA,2016,11379,36611,155226,1183930,918543,465905,27548,3028,0
Moldova,MDA,2017,11385,41009,154437,1191864,874611,461887,19965,0,0
Moldova,MDA,2018,14610,41171,172845,1230713,854179,377874,16822,0,0
Moldova,MDA,2019,15665,40645,194687,1213458,808841,381637,9278,763,0
Mongolia,MNG,1995,23,0,3144,179295,293288,877690,602182,331788,10607
Mongolia,MNG,1998,24,0,0,28212,111911,669782,875692,564188,105858
Mongolia,MNG,2002,1712,2316,9676,185432,363163,962420,634828,267470,16244
Mongolia,MNG,2007,16417,22946,95902,564004,581652,929515,339413,43002,968
Mongolia,MNG,2010,10147,19017,85799,611315,661903,988258,312359,30684,420
Mongolia,MNG,2011,20463,21293,124226,701714,690888,968189,219851,23733,0
Mongolia,MNG,2012,28799,49914,171997,904019,708773,794895,152937,13251,113
Mongolia,MNG,2014,31757,44889,185892,1056736,795118,706622,109467,9630,0
Mongolia,MNG,2016,17526,27173,108679,818823,804854,1018790,238920,21593,0
Mongolia,MNG,2018,19631,36767,146073,932107,819920,997728,195429,22559,0
Montenegro,MNE,2005,14102,22659,76424,288308,134309,71645,5411,1403,0
Montenegro,MNE,2006,12737,21226,94315,289074,131117,59983,6573,0,0
Montenegro,MNE,2007,28880,41461,139003,277470,86723,38885,1232,2221,0
Montenegro,MNE,2008,37548,42582,139079,294981,76207,23749,2244,579,0
Montenegro,MNE,2009,30364,48141,133272,299887,66920,36063,3647,0,0
Montenegro,MNE,2010,16900,29314,139925,290408,106889,32702,3290,0,0
Montenegro,MNE,2011,23007,28566,108537,306649,104770,42171,5069,1310,0
Montenegro,MNE,2012,21713,29242,101501,273006,134738,47148,5407,5677,2169
Montenegro,MNE,2013,19385,36595,104201,281879,108062,55341,9294,6450,0
Montenegro,MNE,2014,29109,29200,107475,285486,125083,42327,3130,0,0
Montenegro,MNE,2015,29541,40124,94817,234295,91161,82647,41201,8334,39
Montenegro,MNE,2016,36734,43997,113533,237007,83125,70930,21579,7555,7843
Montenegro,MNE,2017,30652,48766,119522,244129,72006,63563,23125,11349,9261
Montenegro,MNE,2018,27776,46625,111833,246058,75043,75505,21717,12365,5305
Morocco,MAR,1984,66241,72860,234707,1661490,2926815,8772836,5364362,2903330,0
Morocco,MAR,1990,181999,176393,894631,4104056,4786514,8593290,4897482,1159129,13967
Morocco,MAR,1998,151095,191566,628368,3434627,4466121,10314947,6569379,2224673,129671
Morocco,MAR,2000,165314,194943,732879,3716325,4349163,10264358,7086191,2178572,105927
Morocco,MAR,2006,411779,381347,926431,5006150,5852010,12004706,4915449,1273498,33319
Morocco,MAR,2013,722097,665078,1766108,8391701,7975066,10905314,2803786,478192,8363
Mozambique,MOZ,1996,10712,6031,36436,188963,203225,865863,1452435,4246469,8950311
Mozambique,MOZ,2002,22110,11941,38212,181109,208153,937731,2243197,7355100,7766594
Mozambique,MOZ,2008,36332,13525,49134,260138,304249,1650043,4192277,9108349,6662549
Mozambique,MOZ,2014,104722,56724,132171,620782,779364,2741367,4859442,10239996,6751624
Myanmar,MMR,2015,242491,118710,717249,4553279,8679919,22552412,12541502,3189610,85552
Myanmar,MMR,2017,123543,144633,634241,5943163,10127602,25922262,9424147,1056123,6807
Namibia,NAM,1993,40064,19725,40346,113624,90927,201741,216432,363974,468265
Namibia,NAM,2003,60081,27507,47555,144060,134456,333837,457738,531326,142553
Namibia,NAM,2009,66561,28561,69025,197179,193605,452733,512659,473534,87182
Namibia,NAM,2015,127627,58777,133951,387912,279751,557121,408244,283549,77969
Nauru,NRU,2012,71,152,297,1985,2411,3789,1290,141,0
Nepal,NPL,1984,165,0,0,57568,176601,1138335,3824065,9069483,2211271
Nepal,NPL,1995,11326,6475,36258,260036,426346,2760789,6174529,10022050,1878265
Nepal,NPL,2003,83265,58370,237618,963635,1247796,4777854,7603054,9088380,1020908
Nepal,NPL,2010,20828,46288,178954,1941584,3107902,10903986,8587642,2148067,77956
Netherlands,NLD,1983,4131623,3052527,5066162,1543530,144322,217417,145648,0,65841
Netherlands,NLD,1987,4950087,3593623,4512339,1468887,32243,41634,29642,0,36582
Netherlands,NLD,1990,7105439,3622889,3103281,823512,35387,40609,77945,31036,111412
Netherlands,NLD,1993,6652843,3554604,3517519,995510,115076,154186,152099,35897,112634
Netherlands,NLD,1999,8975318,3555796,2530165,594692,41109,37133,45793,0,32082
Netherlands,NLD,2004,9573393,3242057,2442594,802608,95726,55326,31670,30734,7671
Netherlands,NLD,2005,9785463,3334240,2329588,689281,107644,39455,9991,14064,10142
Netherlands,NLD,2006,10375303,3248932,1970829,625501,87573,19838,10640,4138,3347
Netherlands,NLD,2007,11084861,3020381,1637494,507797,64481,57048,4944,2537,2153
Netherlands,NLD,2008,11237231,2877714,1600594,597672,35194,62362,12853,6129,15844
Netherlands,NLD,2009,11372749,2775219,1767317,513519,35427,25962,21884,4042,14269
Netherlands,NLD,2010,11318970,2871486,1775505,591585,26449,13107,10410,7181,701
Netherlands,NLD,2011,11142391,3092961,1805743,576331,12869,34392,12353,0,16034
Netherlands,NLD,2012,11121318,3140210,1771550,657844,32502,15899,2932,5401,7306
Netherlands,NLD,2013,10763721,3275508,1901608,750328,65226,22000,11442,14599,0
Netherlands,NLD,2014,11008001,3109908,1927426,714871,40348,29098,25623,8330,1403
Netherlands,NLD,2015,11910600,2752951,1607122,568005,34404,44254,12141,9601,845
Netherlands,NLD,2016,12440353,2536102,1402414,543879,47573,34431,17742,6642,1178
Netherlands,NLD,2017,12510427,2588698,1407262,470568,83799,19704,18500,25805,6533
Netherlands,NLD,2018,12633780,2620632,1371931,490779,50117,35853,11142,10635,6755
Netherlands,NLD,2019,13103165,2198856,1403643,506874,62790,49327,3615,10886,5718
Nicaragua,NIC,1993,44590,33352,78002,451542,537161,1259187,1030470,867500,160692
Nicaragua,NIC,1998,39192,33430,91650,465645,595763,1625365,1197371,764722,97504
Nicaragua,NIC,2001,34189,17338,72379,436774,636611,1642730,1338470,862996,103880
Nicaragua,NIC,2005,10446,29568,103072,441114,706062,1750910,1458946,887410,51164
Nicaragua,NIC,2009,82011,70246,219978,1042400,1052165,1885847,917353,430270,45268
Nicaragua,NIC,2014,188026,143634,356263,1595553,1274037,1698132,645002,221747,20340
Niger,NER,1992,1994,1606,4750,28219,48034,284257,970566,4044914,3182433
Niger,NER,1994,569,314,2005,30323,58883,315621,920190,3073586,4766825
Niger,NER,2005,15854,4355,23789,81972,128239,720720,1681678,5449513,5518354
Niger,NER,2007,1437,4938,6394,112428,179361,724677,2070702,7349793,4235674
Niger,NER,2011,270,0,8518,136430,246054,1606881,4752074,9039689,1324854
Niger,NER,2014,1515,2123,10903,173283,453976,2748913,5543521,8674295,1631653
Niger,NER,2018,5270,26974,69269,441301,588915,3109728,6837777,9926456,1437141
Nigeria,NGA,1985,836,0,0,1628981,3914237,15668928,22388508,28189906,11771380
Nigeria,NGA,1992,0,0,67174,2562004,5023608,18612738,21457649,30091413,22347122
Nigeria,NGA,1996,345671,96166,602905,2884157,4185313,15070003,22832402,36230725,28421442
Nigeria,NGA,2003,37849,57211,200218,2275578,5397269,24242017,36537887,45009909,18142696
Nigeria,NGA,2010,2650,14348,177702,4220624,10146642,39310028,49336847,48654845,6639517
Nigeria,NGA,2012,1078,19321,198135,4645673,10952659,42517564,52322673,50028865,6542835
Nigeria,NGA,2015,2030,23142,283506,5794380,12844792,47520955,56239811,51867475,6561363
Nigeria,NGA,2018,50062,82739,394228,5492331,11907276,53620820,63873841,53574980,6878408
North Macedonia,MKD,1998,20,8515,53728,501051,635474,618697,167227,22811,0
North Macedonia,MKD,2000,5206,7807,55149,392299,463411,693074,303676,95609,10119
North Macedonia,MKD,2002,50793,47456,205959,699008,402829,462955,121732,28206,1219
North Macedonia,MKD,2003,47115,55788,183947,677833,423196,466826,146861,24435,772
North Macedonia,MKD,2004,68095,105935,280442,787778,350097,349463,75166,14341,1227
North Macedonia,MKD,2005,57137,79872,221318,679942,406457,434025,127630,28203,2271
North Macedonia,MKD,2006,67606,95702,202655,637244,413131,432757,133170,56004,1959
North Macedonia,MKD,2008,186286,121267,246186,673428,368967,356574,81160,9986,3044
North Macedonia,MKD,2009,27796,43923,141282,575936,425243,454867,181321,115228,85075
North Macedonia,MKD,2010,17634,40185,151736,662774,405888,408244,153832,90505,124206
North Macedonia,MKD,2011,17976,46710,168914,668623,390619,445829,132807,106127,80934
North Macedonia,MKD,2012,15606,47039,168442,695497,398117,444870,148997,90012,52464
North Macedonia,MKD,2013,11897,38388,172929,705410,431094,455873,140581,83081,24779
North Macedonia,MKD,2014,13010,47619,186584,764703,439322,398960,123891,61514,31868
North Macedonia,MKD,2015,17986,57007,211984,798486,389350,386075,95423,77945,35970
North Macedonia,MKD,2016,20973,57641,239374,890050,347382,316699,112567,60028,27776
North Macedonia,MKD,2017,20953,64179,276442,890013,344473,287558,97656,59366,33862
North Macedonia,MKD,2018,19586,70838,293836,905996,354080,284161,77159,55050,15511
Norway,NOR,1979,692454,671865,1476504,1121369,59568,31014,10477,0,9266
Norway,NOR,1986,1479621,1083682,1229476,333883,20410,10077,0,10205,0
Norway,NOR,1991,1683422,1162010,1119536,254461,11498,10551,0,10050,10204
Norway,NOR,1995,1754781,1210037,1034872,305968,20891,11230,0,11659,9746
Norway,NOR,2000,2526280,1145575,640215,145274,11718,11348,0,0,10557
Norway,NOR,2003,2881026,1003060,515532,135543,13254,5843,1261,2945,6391
Norway,NOR,2004,2880338,1030842,484648,150745,18963,12147,2066,1686,10475
Norway,NOR,2005,3108371,912095,424075,140393,15477,10184,3359,2767,6570
Norway,NOR,2006,3227655,812510,418691,150596,19838,18909,6373,1834,4271
Norway,NOR,2007,3573142,715810,263310,126248,5939,11348,7390,1865,4101
Norway,NOR,2008,3745242,576885,306787,102654,14687,7929,3217,3894,6917
Norway,NOR,2009,3836514,578835,282454,103495,12291,8870,2069,2583,1615
Norway,NOR,2010,3889967,611370,268515,85079,15431,10801,707,2090,5292
Norway,NOR,2011,4067209,554730,238365,68164,12217,5453,2117,2471,2362
Norway,NOR,2012,4190053,497482,228707,75158,10307,7782,3197,657,5230
Norway,NOR,2013,4361742,408865,209356,67198,10617,12372,2847,2194,4432
Norway,NOR,2014,4397887,415227,207178,87381,11499,10683,1576,1215,4586
Norway,NOR,2015,4457072,400027,220817,75435,15615,8376,2442,4102,4721
Norway,NOR,2016,4432300,397303,265177,83932,17456,16060,7599,4958,9734
Norway,NOR,2017,4473694,436721,220363,96330,18603,13036,2831,6412,8978
Norway,NOR,2018,4511874,430492,238517,97698,7477,10350,1991,2499,11018
Norway,NOR,2019,4579661,431615,205285,91971,11573,14307,5113,1354,7017
Pakistan,PAK,1987,5261,551,75586,719719,1444229,7528594,22329895,53188790,12993137
Pakistan,PAK,1990,865,32331,0,822017,1245579,9098325,26358376,55389017,14701408
Pakistan,PAK,1996,45089,39734,288918,2137662,4183863,31495371,60767315,28181157,210184
Pakistan,PAK,1998,106023,219989,455038,2896159,5170532,29384821,56458942,38586069,1565660
Pakistan,PAK,2001,22934,57302,239462,1754331,3791591,27174318,64363812,47578837,995821
Pakistan,PAK,2004,84217,151184,528530,3789617,7715018,42819072,69925529,30755631,895900
Pakistan,PAK,2005,121506,224196,698697,3761839,7442824,43632883,71885256,32241584,295222
Pakistan,PAK,2007,67554,202884,419819,4738580,8980625,51692123,76705323,24857879,143319
Pakistan,PAK,2010,125353,155969,772148,5339902,10859697,68112402,77225796,16781468,51908
Pakistan,PAK,2011,145750,233042,791140,6513194,12223670,68672106,77182822,17542279,36165
Pakistan,PAK,2013,151211,266221,969788,7196585,17155744,80267767,71171633,14054261,27589
Pakistan,PAK,2015,417172,507843,1615851,10234604,19596150,87266716,69597524,10186217,4876
Pakistan,PAK,2018,224166,333646,1031942,10162962,21074918,94853790,74078814,10456635,11415
Palestine,PSE,2004,64554,73838,319322,1222392,793315,646145,97976,14188,4896
Palestine,PSE,2005,80705,94154,369916,1279409,782275,607134,100077,6726,0
Palestine,PSE,2006,86056,83118,326004,1366268,874218,603221,56765,10684,0
Palestine,PSE,2007,65141,80838,302564,1275220,802487,790286,130526,47434,0
Palestine,PSE,2009,103671,135281,403631,1490087,883819,608099,54730,9781,0
Palestine,PSE,2010,109696,154188,427814,1503477,875175,639672,74488,1651,0
Palestine,PSE,2011,109571,152166,442956,1593353,902041,611465,64094,7340,0
Palestine,PSE,2016,82747,179146,541069,1750484,917011,761855,112822,21954,0
Panama,PAN,1979,105449,79021,179971,493968,303081,416572,232545,120695,0
Panama,PAN,1989,126320,79840,185625,495461,318475,444075,225725,168789,375114
Panama,PAN,1991,139507,99688,204304,513100,350866,486406,221829,181949,325466
Panama,PAN,1995,228850,128910,283240,663092,356764,454640,200107,141874,282190
Panama,PAN,1997,242034,158293,274319,661879,401734,494617,215172,168022,237837
Panama,PAN,1998,229752,143811,277220,702694,428924,496782,212049,153854,267232
Panama,PAN,1999,266996,151569,297963,735459,434350,509264,210879,139731,224986
Panama,PAN,2000,301394,151743,325581,752955,435752,508400,219004,173968,161536
Panama,PAN,2001,247991,146439,296363,740543,420920,529401,273494,229509,204981
Panama,PAN,2002,297426,142852,332151,766249,437471,555355,316491,213401,87799
Panama,PAN,2003,308389,160242,337206,779089,470253,548731,286784,214558,103804
Panama,PAN,2004,329484,175980,342256,829480,455568,559825,289255,210437,77071
Panama,PAN,2005,321515,187493,366107,837367,469283,602066,261158,215945,69288
Panama,PAN,2006,332809,179542,368565,871985,489801,558580,271925,212914,105552
Panama,PAN,2007,338355,207457,419644,947504,487984,538946,283561,186539,43681
Panama,PAN,2008,446552,229471,524283,1025214,473364,447433,226667,132365,10855
Panama,PAN,2009,454851,253307,525784,1054782,466855,536237,196909,86892,3598
Panama,PAN,2010,483573,264876,553963,1106042,443485,460434,206755,108465,15098
Panama,PAN,2011,567957,318043,587618,1120592,432507,410233,178637,77194,13698
Panama,PAN,2012,602637,318790,611922,1106656,423226,380878,195868,112917,17741
Panama,PAN,2013,644001,337950,646525,1114404,395888,427158,183432,78882,7207
Panama,PAN,2014,660476,360645,692129,1125636,405603,367154,176773,96120,16775
Panama,PAN,2015,764076,405580,705617,1123475,358644,390021,160996,53553,6528
Panama,PAN,2016,876405,415578,719197,1089796,349902,351103,173853,53590,7649
Panama,PAN,2017,876539,438447,770836,1069799,377184,355565,132270,70927,15197
Panama,PAN,2018,965080,504494,756255,1083507,343664,339669,125487,51262,7450
Panama,PAN,2019,1014854,495278,787235,1100703,335501,354216,116015,30673,11965
Papua New Guinea,PNG,1996,3890,3149,14026,154011,329573,800649,1211274,1795347,1002339
Papua New Guinea,PNG,2009,2303,3518,31502,253521,409142,1604435,2005070,1936502,898781
Paraguay,PRY,1990,269610,191112,565280,1422124,855897,722434,146730,43829,6397
Paraguay,PRY,1995,323569,147912,409087,1114160,697569,962083,529986,402435,190037
Paraguay,PRY,1997,375393,233038,507428,1325933,657173,881428,490245,336557,190901
Paraguay,PRY,1999,306741,209327,480143,1260802,801336,1095559,530019,367741,164678
Paraguay,PRY,2001,333057,205757,458134,1389687,895724,1145698,515029,345776,139580
Paraguay,PRY,2002,192524,118201,375809,1158185,828689,1352081,774268,541027,191174
Paraguay,PRY,2003,281768,157076,447415,1276808,953824,1390391,658024,364362,103315
Paraguay,PRY,2004,244972,154849,465224,1389420,1024208,1458620,666176,277872,49215
Paraguay,PRY,2005,304129,175158,529614,1425260,1109960,1405382,520937,283417,70238
Paraguay,PRY,2006,274847,149110,418523,1452747,1026761,1439932,681325,395575,74392
Paraguay,PRY,2007,287827,178911,496381,1557308,1061558,1415796,530234,390886,79529
Paraguay,PRY,2008,322492,222698,554398,1611295,1105141,1402840,599599,212552,50281
Paraguay,PRY,2009,297919,189689,615066,1755587,1106753,1298672,544778,309659,45847
Paraguay,PRY,2010,350177,253889,576501,1886841,1053048,1282981,503454,281825,59301
Paraguay,PRY,2011,429235,300487,700731,1910063,950840,1223282,499603,250923,68817
Paraguay,PRY,2012,432561,327591,757960,2146017,1023711,1081216,438534,185661,28259
Paraguay,PRY,2013,556387,385756,937173,2046797,1070320,1071132,326333,84078,32297
Paraguay,PRY,2014,568145,391140,919112,2227523,999106,994207,340986,146218,13087
Paraguay,PRY,2015,583926,417387,948319,2199901,1027165,1034233,351308,116712,9795
Paraguay,PRY,2016,544068,387422,928146,2174373,1139184,1117964,371884,109921,4916
Paraguay,PRY,2017,510988,409943,975593,2320265,1205601,1086591,290681,66644,752
Paraguay,PRY,2018,576028,465089,1014035,2407815,1127191,964524,303537,93715,4135
Paraguay,PRY,2019,604976,503051,1020133,2442340,1089502,1024141,289239,70130,1127
Paraguay,PRY,2020,462117,430495,962662,2457075,1228898,1222715,310560,52641,5367
Peru,PER,1985,817894,665641,1766709,5656852,3879846,4621246,1668885,627395,68403
Peru,PER,1994,187435,105448,551045,2949625,3701587,7185609,4998598,3556556,615502
Peru,PER,1997,525208,346647,1145402,4190539,3531171,6402605,4056398,3309442,1703545
Peru,PER,1998,683049,458743,1164380,3849792,3522241,7017356,3961556,3358103,1642850
Peru,PER,1999,666445,556540,1030914,3751431,3872515,6725714,4432260,3395480,1646996
Peru,PER,2000,404992,454957,729127,4245501,4124423,7146161,4256315,3625861,1472607
Peru,PER,2001,418672,365068,903215,4155212,3820121,7070853,4619860,3910256,1536032
Peru,PER,2002,630677,437659,1172791,4447542,4075891,7065629,4508676,3414696,1347403
Peru,PER,2003,775559,497247,1036664,4713732,4074559,7409260,4838132,3258149,768915
Peru,PER,2004,518626,395180,1145818,4741035,4311571,7445746,4554664,3504698,1006888
Peru,PER,2005,502883,385703,1035485,4482791,4318537,7333519,4839062,3702928,1265232
Peru,PER,2006,597753,502726,1318433,5371553,4607372,7143630,4175312,3284678,1100598
Peru,PER,2007,767691,574512,1643136,6218325,4867211,6756883,3753881,2916889,834522
Peru,PER,2008,722110,660166,1776081,7169988,4971602,6776590,3358077,2550000,577707
Peru,PER,2009,809272,704373,2005669,7294508,5130691,6931515,3376305,2102625,437705
Peru,PER,2010,814541,740327,2206323,8100748,5393945,6595141,3192393,1721956,262306
Peru,PER,2011,837273,789145,2284076,8821651,5382537,6383877,2861156,1686611,217988
Peru,PER,2012,1086954,823014,2598236,9249845,5323603,6047620,2582924,1525175,269419
Peru,PER,2013,991962,964072,2745602,9386428,5398080,6099810,2572343,1409496,206193
Peru,PER,2014,981515,992276,2772319,9720042,5576590,6100462,2493939,1280155,173074
Peru,PER,2015,1082141,964738,2862822,9643653,5938778,6080164,2453621,1268120,176702
Peru,PER,2016,1143647,1119035,3099259,9934769,5772511,5993958,2434685,1271069,157103
Peru,PER,2017,1106700,1093201,3044675,10195712,5746868,6361815,2481259,1258614,155455
Peru,PER,2018,1200872,1229696,3335357,10498892,6048721,6269409,2264525,1033074,108719
Peru,PER,2019,1250469,1224632,3476334,11083939,6131789,6224642,2150475,864906,103276
Peru,PER,2020,785140,721776,2265536,8787539,6331786,8353980,3805228,1598052,322809
Philippines,PHL,1985,143157,157691,468835,2713788,4113527,14768386,16316803,14859566,734083
